,entrez,Genesym
9920,283578,TMED8
9921,60682,SMAP1
9922,25814,ATXN10
9923,5264,PHYH
9924,6700,SPRR2A
9925,647286,RD3L
9926,85456,TNKS1BP1
9927,55749,CCAR1
9928,23274,CLEC16A
9929,5546,PRCC
9930,374659,HDDC3
9931,51490,SPOUT1
9932,10898,CPSF4
9933,8341,HIST1H2BN
9934,80704,SLC19A3
9935,27163,NAAA
9936,6517,SLC2A4
9937,144195,SLC2A14
9938,54677,CROT
9939,440275,EIF2AK4
9940,81556,VWA9
9941,948,CD36
9942,10900,RUNDC3A
9943,79656,BEND5
9944,256646,NUTM1
9945,81704,DOCK8
9946,55760,DHX32
9947,23099,ZBTB43
9948,473,RERE
9949,162989,DEDD2
9950,84662,GLIS2
9951,66037,BOLL
9952,93487,MAPK1IP1L
9953,64778,FNDC3B
9954,64219,PJA1
9955,55544,RBM38
9956,55486,PARL
9957,23131,GPATCH8
9958,348093,RBPMS2
9959,1802,DPH2
9960,3202,HOXA5
9961,839,CASP6
9962,9451,EIF2AK3
9963,1553,CYP2A13
9964,1549,CYP2A7
9965,6470,SHMT1
9966,10493,VAT1
9967,57446,NDRG3
9968,2958,GTF2A2
9969,9486,CHST10
9970,27145,FILIP1
9971,160518,DENND5B
9972,286343,LURAP1L
9973,51278,IER5
9974,55329,MNS1
9975,57529,RGAG1
9976,23627,PRND
9977,3908,LAMA2
9978,64771,C6orf106
9979,56172,ANKH
9980,3048,HBG2
9981,5627,PROS1
9982,221613,HIST1H2AA
9983,158471,PRUNE2
9984,5814,PURB
9985,27153,ZNF777
9986,30850,CDR2L
9987,23361,ZNF629
9988,63925,ZNF335
9989,140467,ZNF358
9990,781,CACNA2D1
9991,56548,CHST7
9992,2523,FUT1
9993,145482,PTGR2
9994,56957,OTUD7B
9995,123228,SENP8
9996,165918,RNF168
9997,25946,ZNF385A
9998,196541,METTL21C
9999,11214,AKAP13
10000,55040,EPN3
10001,55374,TMCO6
10002,80006,TRAPPC13
10003,202134,FAM153B
10004,8315,BRAP
10005,53832,IL20RA
10006,51596,CUTA
10007,79774,GRTP1
10008,30014,SPANXA1
10009,64755,C16orf58
10010,126074,SWSAP1
10011,160760,PPTC7
10012,10422,UBAC1
10013,84651,SPINK7
10014,57094,CPA6
10015,23741,EID1
10016,84276,NICN1
10017,3995,FADS3
10018,9058,SLC13A2
10019,80199,FUZ
10020,286464,CFAP47
10021,9420,CYP7B1
10022,200931,SLC51A
10023,340706,VWA2
10024,90135,BTBD6
10025,146330,FBXL16
10026,51179,HAO2
10027,27156,RSPH14
10028,3682,ITGAE
10029,7621,ZNF70
10030,9935,MAFB
10031,4236,MFAP1
10032,84070,FAM186B
10033,26251,KCNG2
10034,51133,KCTD3
10035,55631,LRRC40
10036,84245,MRI1
10037,79621,RNASEH2B
10038,284252,KCTD1
10039,5174,PDZK1
10040,3162,HMOX1
10041,54205,CYCS
10042,10244,RABEPK
10043,1548,CYP2A6
10044,91433,RCCD1
10045,388939,C2orf71
10046,80219,COQ10B
10047,114294,LACTB
10048,8209,C21orf33
10049,135154,SDHAF4
10050,79934,COQ8B
10051,388962,BOLA3
10052,114336,CGB2
10053,10229,COQ7
10054,57149,LYRM1
10055,140596,DEFB104A
10056,2123,EVI2A
10057,10447,FAM3C
10058,10440,TIMM17A
10059,285676,ZNF454
10060,81853,TMEM14B
10061,57018,CCNL1
10062,79156,PLEKHF1
10063,5148,PDE6G
10064,58157,NGB
10065,91133,L3MBTL4
10066,148418,SAMD13
10067,10326,SIRPB1
10068,6745,SSR1
10069,55164,SHQ1
10070,55135,WRAP53
10071,9669,EIF5B
10072,58491,ZNF71
10073,26038,CHD5
10074,219699,UNC5B
10075,80762,NDFIP1
10076,8677,STX10
10077,54704,PDP1
10078,5160,PDHA1
10079,10073,SNUPN
10080,9139,CBFA2T2
10081,348174,CLEC18A
10082,38,ACAT1
10083,57449,PLEKHG5
10084,54521,WDR44
10085,55095,SAMD4B
10086,1512,CTSH
10087,84659,RNASE7
10088,80727,TTYH3
10089,3665,IRF7
10090,83637,ZMIZ2
10091,2672,GFI1
10092,3601,IL15RA
10093,51131,PHF11
10094,5324,PLAG1
10095,5141,PDE4A
10096,2122,MECOM
10097,3090,HIC1
10098,10329,TMEM5
10099,2827,GPR3
10100,2218,FKTN
10101,8933,FAM127A
10102,79695,GALNT12
10103,56994,CHPT1
10104,54785,BORCS6
10105,27243,CHMP2A
10106,84795,PYROXD2
10107,4635,MYL4
10108,87769,GGACT
10109,6621,SNAPC4
10110,6618,SNAPC2
10111,6617,SNAPC1
10112,10302,SNAPC5
10113,92797,HELB
10114,9704,DHX34
10115,2487,FRZB
10116,80313,LRRC27
10117,27113,BBC3
10118,597,BCL2A1
10119,572,BAD
10120,11230,PRAF2
10121,388,RHOB
10122,54739,XAF1
10123,57817,HAMP
10124,146,ADRA1D
10125,10206,TRIM13
10126,65078,RTN4R
10127,412,STS
10128,56478,EIF4ENIF1
10129,670,BPHL
10130,4665,NAB2
10131,57604,KIAA1456
10132,343263,MYBPHL
10133,51626,DYNC2LI1
10134,158763,ARHGAP36
10135,338809,C12orf74
10136,26063,DECR2
10137,7802,DNALI1
10138,115761,ARL11
10139,7127,TNFAIP2
10140,10239,AP3S2
10141,57158,JPH2
10142,8435,SOAT2
10143,8438,RAD54L
10144,49,ACR
10145,6397,SEC14L1
10146,79658,ARHGAP10
10147,170394,PWWP2B
10148,9002,F2RL3
10149,2147,F2
10150,283,ANG
10151,2817,GPC1
10152,374378,GALNT18
10153,10220,GDF11
10154,6792,CDKL5
10155,55425,GPALPP1
10156,5271,SERPINB8
10157,51128,SAR1B
10158,151963,MB21D2
10159,26005,C2CD3
10160,10198,MPHOSPH9
10161,22852,ANKRD26
10162,23354,HAUS5
10163,57480,PLEKHG1
10164,57415,C3orf14
10165,93594,TBC1D31
10166,84318,CCDC77
10167,81532,MOB2
10168,158,ADSL
10169,9928,KIF14
10170,7272,TTK
10171,92749,DRC1
10172,239,ALOX12
10173,2355,FOSL2
10174,5097,PCDH1
10175,81689,ISCA1
10176,10892,MALT1
10177,55825,PECR
10178,23166,STAB1
10179,66005,CHID1
10180,81553,FAM49A
10181,5617,PRL
10182,30,ACAA1
10183,6240,RRM1
10184,57794,SUGP1
10185,9601,PDIA4
10186,57544,TXNDC16
10187,6876,TAGLN
10188,143244,EIF5AL1
10189,398,ARHGDIG
10190,55847,CISD1
10191,55789,DEPDC1B
10192,84650,EBPL
10193,10437,IFI30
10194,3707,ITPKB
10195,8406,SRPX
10196,10788,IQGAP2
10197,22898,DENND3
10198,342574,KRT27
10199,9922,IQSEC1
10200,145226,RDH12
10201,171024,SYNPO2
10202,6242,RTKN
10203,58476,TP53INP2
10204,55349,CHDH
10205,43,ACHE
10206,10491,CRTAP
10207,55214,P3H2
10208,56154,TEX15
10209,64175,P3H1
10210,55128,TRIM68
10211,7730,ZNF177
10212,4061,LY6E
10213,10144,FAM13A
10214,23141,ANKLE2
10215,54622,ARL15
10216,200942,KLHDC8B
10217,8909,ENDOU
10218,100133941,CD24
10219,2526,FUT4
10220,285268,ZNF621
10221,64398,MPP5
10222,57471,ERMN
10223,9980,DOPEY2
10224,340578,DCAF12L2
10225,139170,DCAF12L1
10226,9672,SDC3
10227,10563,CXCL13
10228,9982,FGFBP1
10229,6385,SDC4
10230,1312,COMT
10231,7130,TNFAIP6
10232,85300,ATCAY
10233,5426,POLE
10234,55627,SMPD4
10235,4857,NOVA1
10236,4858,NOVA2
10237,79840,NHEJ1
10238,23119,HIC2
10239,23279,NUP160
10240,23376,UFL1
10241,3101,HK3
10242,1719,DHFR
10243,10466,COG5
10244,10735,STAG2
10245,84966,IGSF21
10246,54542,RC3H2
10247,84727,SPSB2
10248,84688,C9orf24
10249,23594,ORC6
10250,25791,NGEF
10251,4902,NRTN
10252,2675,GFRA2
10253,2674,GFRA1
10254,84418,CYSTM1
10255,80305,TRABD
10256,140683,BPIFA2
10257,678,ZFP36L2
10258,5744,PTHLH
10259,6662,SOX9
10260,3488,IGFBP5
10261,6736,SRY
10262,10411,RAPGEF3
10263,348995,NUP43
10264,100101267,POM121C
10265,727851,RGPD8
10266,23511,NUP188
10267,57680,CHD8
10268,84928,TMEM209
10269,84725,PLEKHA8
10270,7737,RNF113A
10271,402569,KPNA7
10272,51496,CTDSPL2
10273,63877,FAM204A
10274,11135,CDC42EP1
10275,57538,ALPK3
10276,9159,PCSK7
10277,50511,SYCP3
10278,255967,PAN3
10279,29883,CNOT7
10280,27327,TNRC6A
10281,57472,CNOT6
10282,10766,TOB2
10283,92312,MEX3A
10284,5073,PARN
10285,23293,SMG6
10286,56903,PAPOLB
10287,22944,KIN
10288,23608,MKRN1
10289,11322,TMC6
10290,83543,AIF1L
10291,80303,EFHD1
10292,84448,ABLIM2
10293,22885,ABLIM3
10294,57127,RHBG
10295,25970,SH2B1
10296,51117,COQ4
10297,51805,COQ3
10298,51004,COQ6
10299,100188893,TOMM6
10300,4891,SLC11A2
10301,84307,ZNF397
10302,252884,ZNF396
10303,51282,SCAND1
10304,57862,ZNF410
10305,10168,ZNF197
10306,26048,ZNF500
10307,84838,ZNF496
10308,84124,ZNF394
10309,84547,PGBD1
10310,7589,ZSCAN21
10311,7760,ZNF213
10312,100101467,ZSCAN30
10313,114821,ZBED9
10314,80317,ZKSCAN3
10315,158399,ZNF483
10316,23233,EXOC6B
10317,149371,EXOC8
10318,60412,EXOC4
10319,59274,MESDC1
10320,790955,UQCC3
10321,10982,MAPRE2
10322,64216,TFB2M
10323,54892,NCAPG2
10324,4640,MYO1A
10325,400,ARL1
10326,55841,WWC3
10327,4832,NME3
10328,6693,SPN
10329,6614,SIGLEC1
10330,51029,DESI2
10331,716,C1S
10332,8992,ATP6V0E1
10333,84898,PLXDC2
10334,245972,ATP6V0D2
10335,203547,VMA21
10336,23457,ABCB9
10337,91351,DDX60L
10338,56674,TMEM9B
10339,90316,TGIF2LX
10340,5891,MOK
10341,254187,TSGA10IP
10342,26521,TIMM8B
10343,22,ABCB7
10344,245973,ATP6V1C2
10345,79095,C9orf16
10346,5348,FXYD1
10347,6691,SPINK2
10348,140711,TLDC2
10349,55805,LRP2BP
10350,541468,LURAP1
10351,113878,DTX2
10352,151636,DTX3L
10353,65980,BRD9
10354,28227,PPP2R3B
10355,9265,CYTH3
10356,1446,CSN1S1
10357,333926,PPM1J
10358,2117,ETV3
10359,90187,EMILIN3
10360,338707,B4GALNT4
10361,10846,PDE10A
10362,388646,GBP7
10363,8940,TOP3B
10364,57644,MYH7B
10365,5480,PPIC
10366,285362,SUMF1
10367,25890,ABI3BP
10368,8773,SNAP23
10369,9729,KIAA0408
10370,9454,HOMER3
10371,114932,MRFAP1L1
10372,4111,MAGEA12
10373,2999,GZMH
10374,84290,CAPNS2
10375,166378,SPATA5
10376,79029,SPATA5L1
10377,407738,FAM19A1
10378,10444,ZER1
10379,27309,ZNF330
10380,7087,ICAM5
10381,30818,KCNIP3
10382,83464,APH1B
10383,55851,PSENEN
10384,80333,KCNIP4
10385,54536,EXOC6
10386,8513,LIPF
10387,2639,GCDH
10388,1119,CHKA
10389,115704,EVI5L
10390,51657,STYXL1
10391,337876,CHSY3
10392,78999,LRFN4
10393,7593,MZF1
10394,80742,PRR3
10395,55177,RMDN3
10396,121214,SDR9C7
10397,25884,CHRDL2
10398,653,BMP5
10399,654,BMP6
10400,284654,RSPO1
10401,7855,FZD5
10402,55064,SPATA6L
10403,28514,DLL1
10404,11188,NISCH
10405,57609,DIP2B
10406,80034,CSRNP3
10407,23002,DAAM1
10408,29101,SSU72
10409,8647,ABCB11
10410,5243,ABCB1
10411,221476,PI16
10412,794,CALB2
10413,495,ATP4A
10414,65009,NDRG4
10415,56896,DPYSL5
10416,1809,DPYSL3
10417,63908,NAPB
10418,10570,DPYSL4
10419,10085,EDIL3
10420,10059,DNM1L
10421,624,BDKRB2
10422,154214,RNF217
10423,5864,RAB3A
10424,22924,MAPRE3
10425,6728,SRP19
10426,768,CA9
10427,23584,VSIG2
10428,29126,CD274
10429,286753,TUSC5
10430,54210,TREM1
10431,57512,GPR158
10432,90557,CCDC74A
10433,10562,OLFM4
10434,63826,SRR
10435,26263,FBXO22
10436,92106,OXNAD1
10437,10581,IFITM2
10438,5355,PLP2
10439,79444,BIRC7
10440,136051,ZNF786
10441,282890,ZNF311
10442,972,CD74
10443,3109,HLA-DMB
10444,23240,KIAA0922
10445,54928,IMPAD1
10446,29954,POMT2
10447,8034,SLC25A16
10448,9622,KLK4
10449,6786,STIM1
10450,2695,GIP
10451,5697,PYY
10452,4879,NPPB
10453,2691,GHRH
10454,7432,VIP
10455,4852,NPY
10456,1005,CDH7
10457,1013,CDH15
10458,1010,CDH12
10459,26291,FGF21
10460,54826,GIN1
10461,9842,PLEKHM1
10462,65084,TMEM135
10463,27036,SIGLEC7
10464,128853,DUSP15
10465,3441,IFNA4
10466,27111,SDCBP2
10467,139065,SLITRK4
10468,9994,CASP8AP2
10469,9635,CLCA2
10470,84171,LOXL4
10471,10053,AP1M2
10472,5837,PYGM
10473,57126,CD177
10474,22826,DNAJC8
10475,10105,PPIF
10476,25825,BACE2
10477,22901,ARSG
10478,4166,CHST6
10479,10747,MASP2
10480,85446,ZFHX2
10481,2696,GIPR
10482,5439,POLR2J
10483,387521,TMEM189
10484,4357,MPST
10485,51250,C6orf203
10486,9610,RIN1
10487,326624,RAB37
10488,9712,USP6NL
10489,259173,ALS2CL
10490,54453,RIN2
10491,64145,RBSN
10492,414060,TBC1D3C
10493,57679,ALS2
10494,27352,SGSM3
10495,57403,RAB22A
10496,3782,KCNN3
10497,955,ENTPD6
10498,90826,PRMT9
10499,84932,RAB2B
10500,11101,ATE1
10501,6419,SETMAR
10502,8574,AKR7A2
10503,8099,CDK2AP1
10504,116447,TOP1MT
10505,84080,ENKD1
10506,53840,TRIM34
10507,79843,FAM124B
10508,160364,CLEC12A
10509,634,CEACAM1
10510,84451,MAP3K21
10511,375757,SWI5
10512,119392,SFR1
10513,25927,CNRIP1
10514,3949,LDLR
10515,57687,VAT1L
10516,64856,VWA1
10517,63973,NEUROG2
10518,429,ASCL1
10519,9253,NUMBL
10520,2230,FDX1
10521,64946,CENPH
10522,26052,DNM3
10523,166929,SGMS2
10524,8754,ADAM9
10525,79759,ZNF668
10526,285613,RELL2
10527,84643,KIF2B
10528,127253,TYW3
10529,131377,KLHL40
10530,55041,PLEKHB2
10531,22808,MRAS
10532,3631,INPP4A
10533,85397,RGS8
10534,339184,CCDC144NL
10535,5362,PLXNA2
10536,254013,ETFBKMT
10537,401399,PRRT4
10538,9060,PAPSS2
10539,135295,SRSF12
10540,132430,PABPC4L
10541,5137,PDE1C
10542,57523,NYNRIN
10543,84899,TMTC4
10544,57462,KIAA1161
10545,57089,ENTPD7
10546,55616,ASAP3
10547,51661,FKBP7
10548,26507,CNNM1
10549,145864,HAPLN3
10550,8692,HYAL2
10551,516,ATP5G1
10552,22978,NT5C2
10553,388701,C1orf189
10554,10435,CDC42EP2
10555,91523,PCED1B
10556,1890,TYMP
10557,2125,EVPL
10558,11187,PKP3
10559,93099,DMKN
10560,196,AHR
10561,51086,TNNI3K
10562,55191,NADSYN1
10563,25989,ULK3
10564,343071,PRAMEF10
10565,391004,PRAMEF17
10566,3352,HTR1D
10567,3351,HTR1B
10568,3350,HTR1A
10569,229,ALDOB
10570,64902,AGXT2
10571,57180,ACTR3B
10572,389396,GLYATL3
10573,23471,TRAM1
10574,4763,NF1
10575,54800,KLHL24
10576,7011,TEP1
10577,23098,SARM1
10578,10585,POMT1
10579,130132,RFTN2
10580,64101,LRRC4
10581,55003,PAK1IP1
10582,4048,LTA4H
10583,51411,BIN2
10584,26716,OR2H1
10585,200895,DHFR2
10586,124808,CCDC43
10587,6819,SULT1C2
10588,161253,REM2
10589,29085,PHPT1
10590,84632,AFAP1L2
10591,677,ZFP36L1
10592,84817,TXNDC17
10593,388536,ZNF790
10594,203569,PAGE2
10595,23241,PACS2
10596,54344,DPM3
10597,79780,CCDC82
10598,2800,GOLGA1
10599,2879,GPX4
10600,64218,SEMA4A
10601,23129,PLXND1
10602,348303,SELENOV
10603,118738,ZNF488
10604,84316,NAA38
10605,84872,ZC3H10
10606,148398,SAMD11
10607,337960,KRTAP13-3
10608,81562,LMAN2L
10609,54828,BCAS3
10610,8546,AP3B1
10611,81930,KIF18A
10612,28960,DCPS
10613,51297,BPIFA1
10614,8288,EPX
10615,92747,BPIFB1
10616,83460,EMC6
10617,56155,TEX14
10618,10840,ALDH1L1
10619,160428,ALDH1L2
10620,3561,IL2RG
10621,4352,MPL
10622,10603,SH2B2
10623,8613,PLPP3
10624,3558,IL2
10625,3566,IL4R
10626,933,CD22
10627,5287,PIK3C2B
10628,2209,FCGR1A
10629,114780,PKD1L2
10630,4312,MMP1
10631,4585,MUC4
10632,2596,GAP43
10633,6695,SPOCK1
10634,79861,TUBAL3
10635,83858,ATAD3B
10636,7984,ARHGEF5
10637,117584,RFFL
10638,9743,ARHGAP32
10639,51115,RMDN1
10640,25759,SHC2
10641,64762,GAREM1
10642,10485,C1orf61
10643,8867,SYNJ1
10644,348487,FAM131C
10645,54970,TTC12
10646,388633,LDLRAD1
10647,5827,PXMP2
10648,374897,SBSN
10649,94103,ORMDL3
10650,131118,DNAJC19
10651,6565,SLC15A2
10652,2519,FUCA2
10653,83933,HDAC10
10654,1992,SERPINB1
10655,7181,NR2C1
10656,63923,TNN
10657,252839,TMEM9
10658,51106,TFB1M
10659,29083,GTPBP8
10660,29960,MRM2
10661,85476,GFM1
10662,55013,MCUB
10663,5442,POLRMT
10664,56181,MTFR1L
10665,127687,C1orf122
10666,130916,MTERF4
10667,25934,NIPSNAP3A
10668,79979,TRMT2B
10669,56948,SDR39U1
10670,10295,BCKDK
10671,80298,MTERF2
10672,80221,ACSF2
10673,91442,FAAP24
10674,80010,RMI1
10675,116028,RMI2
10676,197342,EME2
10677,117166,WFIKKN1
10678,6782,HSPA13
10679,4488,MSX2
10680,1628,DBP
10681,30812,SOX8
10682,5923,RASGRF1
10683,4094,MAF
10684,9839,ZEB2
10685,116443,GRIN3A
10686,4776,NFATC4
10687,7596,ZNF45
10688,7042,TGFB2
10689,4335,MNT
10690,26289,AK5
10691,55509,BATF3
10692,116071,BATF2
10693,9235,IL32
10694,5126,PCSK2
10695,60681,FKBP10
10696,10245,TIMM17B
10697,3890,KRT84
10698,84300,UQCC2
10699,65056,GPBP1
10700,55837,EAPP
10701,55148,UBR7
10702,23383,MAU2
10703,56683,C21orf59
10704,148932,MOB3C
10705,8636,SSNA1
10706,306,ANXA3
10707,7780,SLC30A2
10708,7009,TMBIM6
10709,57463,AMIGO1
10710,9993,DGCR2
10711,55116,TMEM39B
10712,149175,MANEAL
10713,64146,PDF
10714,64222,TOR3A
10715,51162,EGFL7
10716,51599,LSR
10717,5189,PEX1
10718,4337,MOCS1
10719,51027,BOLA1
10720,158219,TTC39B
10721,79912,PYROXD1
10722,5009,OTC
10723,4887,NPY2R
10724,92283,ZNF461
10725,9760,TOX
10726,6018,RLF
10727,5900,RALGDS
10728,23179,RGL1
10729,5164,PDK2
10730,3758,KCNJ1
10731,4619,MYH1
10732,4082,MARCKS
10733,55751,TMEM184C
10734,6338,SCNN1B
10735,374569,ASPG
10736,79616,CCNJL
10737,152992,TRMT44
10738,6330,SCN4B
10739,6326,SCN2A
10740,55888,ZKSCAN7
10741,342945,ZSCAN22
10742,65982,ZSCAN18
10743,80345,ZSCAN16
10744,135458,HUS1B
10745,144715,RAD9B
10746,5810,RAD1
10747,83695,RHNO1
10748,2705,GJB1
10749,9457,FHL5
10750,283629,TSSK4
10751,6928,HNF1B
10752,158358,KIAA2026
10753,26036,ZNF451
10754,23373,CRTC1
10755,80818,ZNF436
10756,10346,TRIM22
10757,7584,ZNF35
10758,6003,RGS13
10759,5592,PRKG1
10760,2494,NR5A2
10761,6847,SYCP1
10762,146562,C16orf71
10763,5173,PDYN
10764,796,CALCA
10765,1839,HBEGF
10766,646817,SETSIP
10767,51205,ACP6
10768,146822,CDRT15
10769,90956,ADCK2
10770,84190,METTL25
10771,55228,PNMAL1
10772,2354,FOSB
10773,8092,ALX1
10774,1871,E2F3
10775,9988,DMTF1
10776,3929,LBP
10777,4762,NEUROG1
10778,6887,TAL2
10779,93166,PRDM6
10780,54836,BSPRY
10781,3492,IGH
10782,3046,HBE1
10783,3050,HBZ
10784,60678,EEFSEC
10785,92105,INTS4
10786,22955,SCMH1
10787,8701,DNAH11
10788,3074,HEXB
10789,435,ASL
10790,554235,ASPDH
10791,80201,HKDC1
10792,1292,COL6A2
10793,7122,CLDN5
10794,9076,CLDN1
10795,59338,PLEKHA1
10796,1814,DRD3
10797,59339,PLEKHA2
10798,3357,HTR2B
10799,4994,OR3A1
10800,144125,OR2AG1
10801,4991,OR1D2
10802,25803,SPDEF
10803,6668,SP2
10804,389058,SP5
10805,29995,LMCD1
10806,50861,STMN3
10807,4538,MT-ND4
10808,92259,MRPS36
10809,116442,RAB39B
10810,11279,KLF8
10811,284058,KANSL1
10812,6755,SSTR5
10813,6751,SSTR1
10814,55811,ADCY10
10815,1813,DRD2
10816,165530,CLEC4F
10817,51622,CCZ1
10818,9191,DEDD
10819,80320,SP6
10820,55614,KIF16B
10821,9228,DLGAP2
10822,57502,NLGN4X
10823,9229,DLGAP1
10824,26128,KIF1BP
10825,54974,THG1L
10826,10055,SAE1
10827,400966,RGPD1
10828,116986,AGAP2
10829,2893,GRIA4
10830,3669,ISG20
10831,2048,EPHB2
10832,85376,RIMBP3
10833,158405,KIAA1958
10834,445328,ARHGEF35
10835,210,ALAD
10836,354,KLK3
10837,6407,SEMG2
10838,7056,THBD
10839,5328,PLAU
10840,2159,F10
10841,2160,F11
10842,3816,KLK1
10843,94240,EPSTI1
10844,6013,RLN1
10845,1743,DLST
10846,90226,UCN2
10847,3588,IL10RB
10848,85438,CABS1
10849,51693,TRAPPC2L
10850,1160,CKMT2
10851,57406,ABHD6
10852,2006,ELN
10853,10899,JTB
10854,79661,NEIL1
10855,55316,RSAD1
10856,9581,PREPL
10857,23395,LARS2
10858,80271,ITPKC
10859,23387,SIK3
10860,10489,LRRC41
10861,10231,RCAN2
10862,79624,ARMT1
10863,114801,TMEM200A
10864,3489,IGFBP6
10865,81606,LBH
10866,1447,CSN2
10867,200186,CRTC2
10868,6461,SHB
10869,1527,TEX28
10870,79634,SCRN3
10871,138151,NACC2
10872,2920,CXCL2
10873,5994,RFXAP
10874,10999,SLC27A4
10875,27124,INPP5J
10876,5049,PAFAH1B2
10877,118813,ZFYVE27
10878,285848,PNPLA1
10879,5165,PDK3
10880,1593,CYP27A1
10881,30846,EHD2
10882,27077,B9D1
10883,5537,PPP6C
10884,57563,KLHL8
10885,148345,C1orf127
10886,54498,SMOX
10887,150379,PNPLA5
10888,64446,DNAI2
10889,349136,WDR86
10890,55437,STRADB
10891,164395,TTLL9
10892,55220,KLHDC8A
10893,51174,TUBD1
10894,54584,GNB1L
10895,6121,RPE65
10896,85016,C11orf70
10897,93979,CPA5
10898,29953,TRHDE
10899,5118,PCOLCE
10900,4319,MMP10
10901,4314,MMP3
10902,22931,RAB18
10903,8706,B3GALNT1
10904,4014,LOR
10905,10874,NMU
10906,203069,R3HCC1
10907,6369,CCL24
10908,1232,CCR3
10909,9364,RAB28
10910,216,ALDH1A1
10911,147645,VSIG10L
10912,64746,ACBD3
10913,56931,DUS3L
10914,143162,FRMPD2
10915,78995,C17orf53
10916,92935,MARS2
10917,116211,TM4SF19
10918,64757,MARC1
10919,133121,ENPP6
10920,8646,CHRD
10921,92822,ZNF276
10922,728116,ZBTB8B
10923,85415,RHPN2
10924,10591,DNPH1
10925,2806,GOT2
10926,80829,ZFP91
10927,54552,GNL3L
10928,79641,ROGDI
10929,257415,FAM133B
10930,10158,PDZK1IP1
10931,284680,SPATA46
10932,90861,HN1L
10933,57494,RIMKLB
10934,3823,KLRC3
10935,284366,KLK9
10936,6550,SLC9A3
10937,26233,FBXL6
10938,9710,KIAA0355
10939,64900,LPIN3
10940,53349,ZFYVE1
10941,25977,NECAP1
10942,55707,NECAP2
10943,10063,COX17
10944,822,CAPG
10945,84570,COL25A1
10946,3375,IAPP
10947,374955,SPATA21
10948,54707,GPN2
10949,10565,ARFGEF1
10950,283152,CCDC153
10951,8634,RTCA
10952,2846,LPAR4
10953,8778,SIGLEC5
10954,51099,ABHD5
10955,5346,PLIN1
10956,123,PLIN2
10957,286827,TRIM59
10958,27069,GHITM
10959,169355,IDO2
10960,55166,CENPQ
10961,144108,SPTY2D1
10962,387338,NSUN4
10963,51333,ZNF771
10964,51191,HERC5
10965,5644,PRSS1
10966,84034,EMILIN2
10967,84279,PRADC1
10968,9394,HS6ST1
10969,79006,METRN
10970,170626,XAGE3
10971,11179,ZNF277
10972,8828,NRP2
10973,55959,SULF2
10974,7049,TGFBR3
10975,148113,CILP2
10976,285220,EPHA6
10977,284207,METRNL
10978,84056,KATNAL1
10979,220388,CCDC89
10980,113246,C12orf57
10981,54942,FAM206A
10982,150962,PUS10
10983,51105,PHF20L1
10984,55687,TRMU
10985,23007,PLCH1
10986,353238,PADI6
10987,6941,TCF19
10988,54529,ASNSD1
10989,10738,RFPL3
10990,343099,CCDC18
10991,1435,CSF1
10992,23704,KCNE4
10993,3736,KCNA1
10994,3751,KCND2
10995,30819,KCNIP2
10996,53635,PTOV1
10997,10675,CSPG5
10998,64149,C17orf75
10999,84628,NTNG2
11000,23643,LY96
11001,91526,ANKRD44
11002,6768,ST14
11003,57642,COL20A1
11004,551,AVP
11005,3487,IGFBP4
11006,162333,MARCH10
11007,6494,SIPA1
11008,6764,ST5
11009,140465,MYL6B
11010,26030,PLEKHG3
11011,11113,CIT
11012,11078,TRIOBP
11013,55527,FEM1A
11014,90007,MIDN
11015,81627,TRMT1L
11016,64288,ZSCAN31
11017,55657,ZNF692
11018,4958,OMD
11019,53632,PRKAG3
11020,10276,NET1
11021,57620,STIM2
11022,28999,KLF15
11023,1046,CDX4
11024,415117,STX19
11025,85280,KRTAP9-4
11026,23026,MYO16
11027,160492,LMNTD1
11028,6271,S100A1
11029,1635,DCTD
11030,92610,TIFA
11031,11267,SNF8
11032,56952,PRTFDC1
11033,51074,APIP
11034,51056,LAP3
11035,114299,PALM2
11036,171169,SPACA4
11037,348110,ARPIN
11038,256302,NATD1
11039,6799,SULT1A2
11040,219333,USP12
11041,399665,FAM102A
11042,23592,LEMD3
11043,10424,PGRMC2
11044,7465,WEE1
11045,64135,IFIH1
11046,25851,TECPR1
11047,5899,RALB
11048,55062,WIPI1
11049,129080,EMID1
11050,4240,MFGE8
11051,147463,ANKRD29
11052,36,ACADSB
11053,79598,CEP97
11054,253943,YTHDF3
11055,8310,ACOX3
11056,79037,PVRIG
11057,54361,WNT4
11058,170589,GPHA2
11059,57689,LRRC4C
11060,84569,LYZL1
11061,1380,CR2
11062,1797,DXO
11063,51010,EXOSC3
11064,9652,TTC37
11065,6553,SLC9A5
11066,6549,SLC9A2
11067,389015,SLC9A4
11068,55619,DOCK10
11069,10472,ZBTB18
11070,64855,FAM129B
11071,1444,CSHL1
11072,2538,G6PC
11073,25936,NSL1
11074,1014,CDH16
11075,140612,ZFP28
11076,54438,GFOD1
11077,253143,PRR14L
11078,141,ADPRH
11079,254956,MORN5
11080,7805,LAPTM5
11081,9411,ARHGAP29
11082,222967,RSPH10B
11083,85478,CCDC65
11084,147837,ZNF563
11085,148254,ZNF555
11086,51276,ZNF571
11087,2330,FMO5
11088,162963,ZNF610
11089,9245,GCNT3
11090,439996,IFIT1B
11091,23595,ORC3
11092,5433,POLR2D
11093,9971,NR1H4
11094,2115,ETV1
11095,3217,HOXB7
11096,9317,PTER
